ID,votos
50000000073,1839.78
50000000075,1470.4150943396226
50000000078,1143.86
50000000079,1143.86
50000000080,2965.8
50000000084,1143.86
50000000120,92046.4
50000000121,129247.98
50000000122,2294.64
50000000123,143140.76
50000000124,3005.18
50000000126,7090.68
50000000127,1104.44
50000000128,10487.18
50000000129,2917.1
50000000131,59072.5
50000000132,73673.48
50000000133,85342.36
50000000134,66081.58
50000000135,84213.02
50000000136,94842.18
50000000137,63583.08
50000000138,52157.14
50000000139,18481.68
50000000140,2029.76
50000000141,97018.64
50000000142,90045.7
50000000143,1432.16
50000000144,76966.7
50000000145,132820.74
50000000146,76943.82
50000000147,97125.74
50000000148,60929.86
50000000149,113341.5
50000000150,63186.7
50000000151,43798.16
50000000159,108068.22
50000000160,95565.1
50000000161,72253.84
50000000162,1072.148148148148
50000000163,1072.148148148148
50000000164,105460.14
50000000166,4830.4
50000000167,92829.78
50000000168,115436.38
50000000169,84193.78
50000000170,2646.86
50000000178,9888.66
50000000183,57395.98
50000000190,4738.76
50000000194,4051.5
50000000198,4738.76
50000000199,37996.66
50000000202,71938.62
50000000204,3056.96
50000000208,6428.44
50000000209,13649.68
50000000213,1495.686274509804
50000000229,5548.4
50000000230,5467.32
50000000231,2120.76
50000000232,1647.1
50000000233,1590.2181818181818
50000000235,907.74
50000000236,1394.7
50000000237,13821.98
50000000260,8279.74
50000000261,3820.32
50000000268,1274.232142857143
50000000275,7382.78
50000000433,9712.94
50000000434,930.82
50000000436,884.9215686274509
50000000441,930.82
50000000448,8621.78
50000000450,1179.76
50000000452,2120.76
50000000454,1462.34
50000000456,1093.94
50000000457,35796.9
50000000465,10462.96
50000000466,43207.74
50000000467,2777.86
50000000468,1320.3
50000000469,2181.86
50000000471,2359.46
50000000485,1767
50000000494,1036.52
50000000495,1004.2037037037037
50000000496,6287.5
50000000497,1194.3454545454545
50000000498,115106.18
50000000499,4678.6
50000000500,9816.24
50000000501,1390.7
50000000503,972.28
50000000538,2705.94
50000000539,1633.8076923076924
50000000544,13213.92
50000000545,1025.78
50000000547,1025.78
50000000549,1356.84
50000000551,38747.36
50000000552,1282.76
50000000626,97568.28
50000000627,89020.44
50000000628,82469.88
50000000629,68561.7
50000000630,136355.66
50000000631,51046.88
50000000632,1072.2
50000000634,70063.94
50000000635,13244.18
50000000637,103226.32
50000000639,126071.68
50000000640,1120.28
50000000641,2125.26
50000000642,123443
50000000643,141627.02
50000000644,35712.8
50000000646,936.6346153846154
50000000651,38723.66
50000000652,2113.26
50000000653,56517.74
50000000654,34755.02
50000000655,104508
50000000656,1825.3
50000000657,2081.22
50000000659,1323.16
50000000660,1416.94
50000000661,63259.02
50000000665,1669.5
50000000667,55753.62
50000000668,3413.42
50000000669,930.82
50000000670,43439.8
50000000671,6312.68
50000000672,42905.06
50000000674,99210.5
50000000677,10396.12
50000000680,4200.14
50000000681,49442.4
50000000682,3161.58
50000000683,42705.46
50000000684,2265.48
50000000686,2320.24
50000000688,12161.76
50000000689,1938.5098039215686
50000000690,2897.34
50000000691,2320.24
50000000704,2254.8
50000000843,2065.96
50000000847,5833.94
50000000848,1274.232142857143
50000000856,1465
50000000864,8464.14
50000000870,1036.52
50000000873,6475.92
50000001014,45880.34
50000001020,3045.2
50000001063,2188.36
50000001067,1274.232142857143
50000001115,2229.86
50000001148,5622.28
60000000064,3830.48
60000000065,2153.3
60000000066,13860.94
60000000067,12807.36
60000000068,11931.02
60000000069,12119.5
60000000071,12703.4
60000000073,5910.08
60000000074,2640.58
60000000079,12960.28
60000000082,2876.94
60000000083,11069.9
60000000084,13013.12
60000000087,5548.4
60000000088,5837.46
60000000089,6293.82
60000000090,36827.3
60000000096,2451.36
60000000097,10534.1
60000000243,14671.74
60000000246,90892.44
60000000247,2315.78
60000000251,2393.42
60000000252,930.82
60000000253,930.82
60000000254,2814.52
60000000255,1130.4
60000000256,12765.82
60000000257,1584.0555555555557
60000000259,1055.0588235294117
60000000260,1055.0588235294117
60000000261,1055.0588235294117
60000000262,1055.0588235294117
60000000263,1055.0588235294117
60000000264,1605.88
60000000265,5615.62
60000000266,1055.0588235294117
60000000267,1102.54
60000000268,1055.0588235294117
60000000269,1055.0588235294117
60000000270,6903.5
60000000271,102570.06
60000000372,3000.52
60000000375,1418.74
60000000379,1488.8235294117646
60000000380,1836.1
60000000383,1017.8
60000000385,1600.96
60000000386,1268.48
60000000390,1184.74
60000000391,1818.36
60000000395,1017.8
60000000397,1663.1923076923076
60000000402,1685.36
60000000403,1027.64
60000000414,2462.78
60000000421,1256.54
60000000423,1061.32
60000000424,890.9
60000000425,1674.36
60000000426,1919.14
60000000427,10570.96
60000000428,839.5098039215686
60000000429,1655
60000000430,1655
60000000431,1368.16
60000000438,1643.686274509804
60000000571,51301.74
60000000572,94457.42
60000000573,884.9215686274509
60000000574,135783.38
60000000575,6074.26
60000000576,1419.8431372549019
60000000579,81082.1
60000000580,47699.5
60000000582,930.82
60000000583,31024.7
60000000584,930.82
60000000585,1839.66
60000000586,103649.06
60000000587,1674.48
60000000588,898.34
60000000589,898.34
60000000590,898.34
60000000592,12887.38
60000000594,1373.44
60000000595,1262.54
60000000597,12183.26
60000000599,87855.8
60000000601,1914.88
60000000602,1055.0588235294117
60000000634,1479.02
60000000635,36680.3
60000000637,57221.06
60000000638,7827
60000000639,1130.4
60000000640,5616.64
60000000641,1300.8301886792453
60000000642,2199.4
60000000643,59924.96
60000000644,2700.72
60000000649,1274.232142857143
60000000650,1274.232142857143
60000000654,3546.36
60000000655,114290
60000000658,1382.64
60000000659,1027.64
60000000663,2206.58
60000000664,1407.66
60000000665,2206.58
60000000666,23018.76
60000000670,14845.74
60000000772,1256.54
60000000773,109899.1
60000000775,30021.92
60000000776,3719.98
60000000777,2120.76
60000000778,55404.68
60000000781,90967.54
60000000783,1146.86
60000000784,7332.76
60000000785,83456.36
60000000787,20226.46
60000000788,94204.56
60000000789,65274.94
60000000790,77214.6
60000000792,112919.9
60000000793,95355.18
60000000795,83409.34
60000000796,101641.18
60000000800,12486.78
60000000801,111762.38
60000000802,1418.0392156862745
60000000803,2301.5
60000000806,110780.94
60000000808,1296.92
60000000810,3577.6153846153848
60000000896,1777.4
60000000920,1256.54
60000000942,2508.3
60000000957,98669.26
60000000962,1130.4
60000000992,930.82
60000000994,884.9215686274509
60000000995,884.9215686274509
60000000999,1055.0588235294117
60000001000,1027.64
60000001049,898.34
70000000157,921.76
70000000164,2514.68
70000000165,1744.96
70000000168,2443.34
70000000169,994.3137254901961
70000000170,1499.04
70000000171,10861.54
70000000172,1282.36
70000000174,1210.76
70000000175,2383.78
70000000176,1476.08
70000000177,930.82
70000000178,930.82
70000000179,1833.06
70000000180,1148
70000000439,4928.08
70000000440,89629.26
70000000442,1695.36
70000000444,2584.92
70000000445,11324.8
70000000446,5912.78
70000000447,34160.2
70000000448,77380.96
70000000449,16282.549019607843
70000000450,16956.92
70000000451,8969.68
70000000453,3895.28
70000000454,38818.48
70000000455,4418
70000000456,2767.9
70000000457,3202.26
70000000458,7878.44
70000000459,2524.08
70000000460,4058.92
70000000582,1643.686274509804
70000000657,3049.26
70000000658,2194.8
70000000659,3041.98
70000000660,12390.54
70000000661,51206.62
70000000662,8717.48
70000000663,5448.96
70000000665,7134.26
70000000666,8873
70000000667,6911.14
70000000668,9010.32
70000000669,6602.24
70000000670,1240.64
70000000671,2157.2
70000000672,84938.9
70000000673,1727.36
70000000674,1634.46
70000000675,7683.72
70000000676,90909.78
70000000813,885.7884615384615
70000000824,52190.38
70000000825,91501.56
70000000826,13058.28
70000000827,13193.54
70000000828,117185.38
70000000829,2508.56
70000000830,3145.92
70000000831,115136.1
70000000832,2492.96
70000000835,73965.62
70000000838,2898.96
70000000839,5170.06
70000000840,6490.52
70000000841,113098.32
70000000842,62284.44
70000000891,81766.74
70000000892,31146.54
70000000893,9530.58
70000000894,77106.36
70000000895,51144.8
70000000896,2120.76
70000000897,2520.34
70000000898,12297.72
70000000899,1077.42
70000000900,3802.64
70000000904,62875.14
70000000909,2120.76
70000000912,930.82
70000000913,1600.4117647058824
70000000914,1387.5686274509803
70000000915,4759
70000001061,1171.02
70000001062,2567.78
70000001063,1171.02
70000001065,1244.48
70000001066,2130.5882352941176
70000001068,1713.84
70000001069,2528.48
70000001070,30203.58
70000001071,10026.34
70000001072,2061.22
70000001073,13233.66
70000001074,3810.18
70000001075,81709.22
70000001076,1122.1538461538462
70000001077,4262.34
70000001078,874.0588235294117
70000001079,58470.22
70000001080,1613.42
70000001081,120835.32
70000001082,3837.38
70000001083,8598.02
70000001085,1265.52
70000001483,1146.86
70000001484,60517.6
80000000009,1021.7
80000000010,2614.56
80000000011,1973.2
80000000164,39277.62
80000000167,106492.5
80000000168,14289.1
80000000169,65163.38
80000000170,13375.36
80000000171,10086.34
80000000172,4124.66
80000000174,1021.7
80000000175,32129.24
80000000177,3199.72
80000000178,21423.18
80000000179,62952.62
80000000181,15853.1
80000000182,6347.18
80000000183,1348.68
80000000184,27281.4
80000000185,1167.82
80000000187,2913.76
80000000188,72209.78
80000000338,2892.6666666666665
80000000339,1560.8627450980391
80000000340,1108.34
80000000342,1108.34
80000000343,45512.46
80000000344,4535.471698113208
80000000345,1481.74
80000000346,6478.14
80000000347,34858.48
80000000348,14373.52
80000000350,1417.8
80000000351,5578.88
80000000353,2887.28
80000000354,81847.06
80000000355,17927.18
80000000357,99083.02
80000000359,2311.16
80000000362,1904.94
80000000363,2514.9423076923076
80000000384,4346.84
80000000386,14019.82
80000000387,122512.4
80000000388,8103.12
80000000389,2360.56
80000000390,1525.82
80000000391,13706.8
80000000392,11244.66
80000000393,5578.92
80000000394,4476
80000000398,2999.72
80000000399,90140.24
80000000400,68819.12
80000000401,8411.48
80000000402,92505.4
80000000403,3976.36
80000000404,4542.76
80000000406,13041.36
80000000431,2301.5
80000000432,1888.2105263157894
80000000434,12390.1
80000000435,12507.84
80000000436,12884.12
80000000437,12310.3
80000000438,19561.4
80000000439,7088.66
80000000443,7487.78
80000000444,11872.52
80000000446,3742.82
80000000448,8026.724137931034
80000000449,2485.7
80000000450,2445.02
80000000451,1192.6315789473683
80000000452,3214.8
80000000453,3179.12
80000000454,15426.98
80000000455,1542.08
80000000456,2816.44
80000000457,2657.34
80000000458,1837.8235294117646
80000000459,13835.92
80000000460,126850.04
80000000461,129924.62
80000000462,16804.88
80000000463,1367.9
80000000464,4766.3
80000000465,3980.66
80000000466,1315.44
80000000468,43266.22
80000000469,1000.2777777777778
80000000470,9442
80000000471,60839.32
80000000472,1256.54
80000000478,70882.14
80000000479,91515.86
80000000481,81274.08
80000000482,14936.26
80000000483,2532.82
80000000488,3061.92
80000000492,1237.0384615384614
80000000493,1620.2884615384614
80000000496,811.3
80000000497,912.7962962962963
80000000509,10535.92
80000000510,51351.5
80000000512,6440.3
80000000513,1870.2
80000000514,1510.96
80000000515,2739.86
80000000516,1739.42
80000000517,21514.68
80000000518,1334.76
80000000519,1135.2884615384614
80000000520,1092.2
80000000521,1275.64
80000000710,1150.1923076923076
80000000725,1484.1
80000000728,1167.28
80000000729,581.4137931034483
80000000750,1249.3962264150944
80000000755,1167.28
80000000792,88741.24
80000000799,6186.64
80000000803,1391.0588235294117
80000000807,1016.4615384615385
80000000849,3115.46
90000000006,1003.84
90000000007,1003.84
90000000008,949.92
90000000009,642.0196078431372
90000000010,1112.38
90000000011,1003.84
90000000300,14624.54
90000000301,36060.1
90000000304,6496.84
90000000306,2019.34
90000000307,12503.48
90000000308,2461.34
90000000309,2832.96
90000000310,2941.28
90000000311,2842.74
90000000312,1712.22
90000000313,1024.16
90000000314,3935.7
90000000324,92088.14
90000000328,96475.14
90000000330,2506.12
90000000333,93474.6
90000000348,70971.86
90000000362,12963.32
90000000515,1612.12
90000000524,1239.7
90000000569,2676.3
90000000603,1179.76
90000000604,2893.9
90000000611,93783.2
90000000612,992.0196078431372
90000000613,117185.38
90000000615,140019.24
90000000616,2247.88
90000000618,2544.62
90000000619,89349.66
90000000625,68824.94
90000000629,1358.9615384615386
90000000630,1358.9615384615386
90000000632,1398.52
90000000633,1267.12
90000000635,1817.62
90000000711,141892.96
90000000712,139375
90000000713,1325.46
90000000715,105363.94
90000000716,1096.8
90000000717,66755.98
90000000718,145532.9
90000000719,83099.6
90000000720,125740.16
90000000721,86822.76
90000000732,125090.38
90000000733,1574.16
90000000734,1574.16
90000000735,140969.42
90000000736,3005.18
90000000738,135858.74
90000000739,66745.98
90000000740,113122.52
90000000741,141835.26
90000000742,1234.14
90000000743,109222.16
90000000744,143970.24
90000000746,1667.3584905660377
90000001170,13062.6
90000001192,1038.76
90000001226,930.82
90000001246,1003.84
90000001254,1027.64
100000000094,1847.94
100000000095,1758.8
100000000096,2294.78
100000000097,1846.9
100000000103,2511.4
100000000107,33864.14
100000000112,31688.84
100000000115,11963
100000000117,42220.94
100000000204,2095.6666666666665
100000000205,9079.44
100000000206,50829.22
100000000209,2114.72
100000000210,2871.32
100000000211,907.1636363636363
100000000212,33613.76
100000000218,907.1636363636363
100000000220,2803.7
100000000221,907.74
100000000222,907.1636363636363
100000000223,9222.18
100000000226,6165.98
100000000253,65408.06
100000000255,13280.24
100000000256,1664.04
100000000257,1299.82
100000000258,31667.34
100000000259,39020.8
100000000262,96983.98
100000000264,5861.66
100000000267,1192.78
100000000270,975.4230769230769
100000000276,1589.72
100000000277,10955.08
100000000281,6089.08
100000000282,1588.96
100000000283,1202.9
100000000284,5881.86
100000000285,6473.36
100000000487,2507.42
100000000488,1640.18
100000000489,61004.52
100000000490,60997.7
100000000491,6642.14
100000000492,1120.28
100000000493,1640.18
100000000495,1744.18
100000000496,1725.5098039215686
100000000497,1640.18
100000000498,1610.7735849056603
100000000499,3118.08
100000000500,1737.6
100000000501,58288.48
100000000505,58003.4
100000000506,3109.58
100000000507,12247.76
100000000508,2393.5
100000000510,72817.58
100000000514,23185.66
100000000518,1640.18
100000000524,1056.549019607843
100000000530,4486.38
100000000533,1725.5098039215686
100000000539,1609.32
100000000544,885.12
100000000548,6307.04
100000000549,1021.7
100000000562,50685.66
100000000563,92425.7
100000000565,1766.46
100000000567,78988.86
100000000569,81952.76
100000000570,78274.02
100000000571,61034.08
100000000573,38468.12
100000000574,2120.76
100000000577,1206.4
100000000579,36940.14
100000000580,5234.3
100000000581,52504.94
100000000582,2760.36
100000000583,1578.52
100000000586,104513.04
100000000589,1751
100000000590,81374.98
100000000591,88920.70588235294
100000000592,11353.54
100000000595,3575.24
100000000596,1256.54
100000000600,2428.96
100000000602,2242.96
100000000603,58852.78
100000000604,9355.34
100000000605,30632.76
100000000606,14631.48
100000000607,1256.54
100000000609,3121.5
100000000610,884.9215686274509
100000000612,17932.92
100000000613,47239.44
100000000615,51308.64
100000000619,13590.74
100000000621,32882.76
100000000622,5900.6
100000000623,1256.54
100000000624,905.46
100000000626,37598.3
100000000627,73506.3
100000000628,100983.16
100000000629,5352.42
100000000781,93102.48
100000000783,6608.78
100000000785,90173.64
100000000787,1021.7
100000000791,907.1636363636363
100000000794,2885.86
100000000795,2292.96
100000000801,1118.24
100000000802,5790.72
100000000809,13391.18
100000000831,4534.68
100000000832,10742.08
100000000970,1648.1509433962265
100000001009,800.2352941176471
100000001088,1256.54
100000001090,1256.54
110000000008,14153.7
110000000009,87488.58
110000000010,36546.72
110000000011,139860.18
110000000012,11530.22
110000000013,20991.56
110000000015,6434.52
110000000016,9765.04
110000000017,129790.98
110000000018,129587.62
110000000020,17202.68
110000000021,6347.82
110000000022,7239.64
110000000023,80662.6
110000000024,32246.54
110000000025,11289.74
110000000032,9638.94
110000000042,11407.34
110000000044,9688.88
110000000156,6020.274509803921
110000000157,2777.76
110000000163,14146.96
110000000164,1542.3529411764705
110000000166,14387.54
110000000169,930.82
110000000170,1188.74
110000000171,930.82
110000000172,2445.02
110000000174,1390.04
110000000179,1618.921568627451
110000000257,1027.64
110000000266,1429.0961538461538
110000000296,11105.18
110000000297,98260.34
110000000298,32092.8
110000000299,92857.82
110000000300,2606.1
110000000301,95048.98
110000000302,878.0961538461538
110000000304,117814.44
110000000305,6898.86
110000000317,66320.92
110000000321,1751
110000000323,2825.66
110000000399,11540.44
110000000400,8556.62
110000000401,139319.74
110000000402,115289.48
110000000404,13170.54
110000000412,5870.02
110000000434,13481.46
110000000435,12790.6
110000000438,108361.56
110000000521,8264.62
110000000522,8353.48
110000000523,8514.32
110000000541,141872.48
120000000006,1407.66
120000000007,963.7884615384615
120000000021,115685.88
120000000024,8606.2
120000000027,5411.48
120000000052,43709.76
120000000063,32642.18
120000000064,4562.98
120000000069,14246.44
120000000071,21166.38
120000000072,104315.84
120000000073,14899.02
120000000080,3005.08
120000000088,5258.48
120000000097,13705.08
120000000099,5610.24
120000000103,14011.5
120000000104,8421.54
120000000106,8680.76
120000000107,15535.04
120000000108,49133.44
120000000109,89821.54
120000000110,37045.82
120000000111,96653.76
120000000112,4858.36
120000000113,12992.06
120000000115,140019.24
120000000116,112073.68
120000000117,85859.54
120000000118,4665.8
120000000119,39274.34
120000000120,11046.52
120000000121,17548.58
120000000122,37447.48
120000000123,2315.84
120000000124,7750.6
120000000125,5396.88
120000000127,6086.48
120000000130,4230.64
120000000131,6062.88
120000000133,8186.06
120000000134,7750.6
120000000135,5941.2
120000000137,4314.8
120000000138,7750.6
120000000139,7750.6
120000000140,7750.6
120000000141,7750.6
120000000142,4662.48
120000000143,35371.3
120000000144,5790.76
120000000145,6111.04
120000000146,4280.78
120000000147,7750.6
120000000416,8046.28
120000000417,11337
120000000418,5066.34
120000000420,11189.92
120000000421,6085.76
120000000422,4255.04
120000000424,6030.54
120000000425,7040.7
120000000426,3533.44
120000000427,12607.38
120000000430,2467.5
120000000431,12179.14
120000000435,11362.66
120000000436,8103.98
120000000437,28631.28
120000000443,5306.92
120000000444,2508.56
120000000446,2768.56
120000000464,5130.24
120000000485,1661.02
120000000490,1352.8301886792453
120000000491,2230.86
120000000496,4636.28
120000000497,119488.22
120000000498,105553.68
120000000499,60362.28
120000000500,110245
120000000501,3021.1
120000000502,54535.36
120000000503,50693.72
120000000504,5966.9
120000000505,14213.56
120000000506,11044.56
120000000507,36275.28
120000000508,92095.96
120000000510,9925.32
120000000512,9206.32
120000000513,9344.12
120000000515,55094.58
120000000516,41805.7
120000000517,101732.44
120000000589,5572.8
120000000630,42041.02
120000000663,12016.86
120000000673,35884.92
130000000111,1901.92
130000000112,116022.92
130000000115,3564.4615384615386
130000000116,1199.54
130000000117,1901.92
130000000118,4738.5
130000000119,1947.68
130000000120,94090.74
130000000122,100111.84
130000000123,1452.6
130000000124,40357.58
130000000125,2330.66
130000000127,44288.32
130000000128,1072.148148148148
130000000129,1766.46
130000000131,1323.82
130000000132,9670.54
130000000133,78745.04
130000000134,63560.62
130000000135,22821.1
130000000137,20274.3
130000000138,800.2352941176471
130000000139,800.2352941176471
130000000140,800.2352941176471
130000000141,32786.52
130000000142,1733.9
130000000143,5255.86
130000000144,1072.148148148148
130000000147,1072.148148148148
130000000148,1733.9
130000000149,64122.74
130000000150,1072.148148148148
130000000152,33299.76
130000000275,1268.6
130000000276,2743.24
130000000277,1280.7592592592594
130000000278,1908.86
130000000279,1769.08
130000000280,3475.52
130000000281,1274.4
130000000282,1341.44
130000000283,1099.7
130000000284,1481.56
130000000285,1472.06
130000000286,1795.34
130000000287,1058.5
130000000288,1885.42
130000000289,3062.74
130000000290,3490.66
130000000291,975.1176470588235
130000000292,872.04
130000000296,1301.3
130000000300,1221.42
130000000302,1130.4
130000000313,997.3518518518518
130000000314,1353.6
130000000315,5782.04
130000000316,3636.32
130000000317,2670.3
130000000327,950.12
130000000329,12907.04
130000000330,1847.64
130000000331,3314.42
130000000332,1695.36
130000000333,35867.68
130000000336,3786
130000000337,10684.34
130000000338,1695.36
130000000341,1695.36
130000000342,1320.3
130000000343,1320.3
130000000344,99496.54
130000000345,1769.82
130000000346,96108.6
130000000347,32738.2
130000000348,1695.36
130000000349,1320.3
130000000350,3214.8
130000000351,1194.3454545454545
130000000353,1904.94
130000000356,838.58
130000000358,3214.8
130000000359,121108.36
130000000360,48439.54
130000000361,2011.88
130000000362,1414.04
130000000364,3750.96
130000000366,2508.0392156862745
130000000367,2486.72
130000000369,9355.34
130000000370,811.3
130000000371,1815.84
130000000372,1467.5961538461538
130000000373,12859.6
130000000374,77917.8
130000000375,1467.5961538461538
130000000376,2574.830188679245
130000000377,2493.2
130000000378,4635.56
130000000379,3181.62
130000000380,2854.5
130000000381,1553.68
130000000383,2116.68
130000000384,6412.843137254902
130000000385,5346.22
130000000386,2484.82
130000000387,3632.22
130000000388,3488
130000000389,13397.46
130000000391,3979.38
130000000392,4781.42
130000000393,3305.34
130000000394,2970.86
130000000396,59060.38
130000000397,1531.3
130000000398,123100.64
130000000399,1389.34
130000000400,2524.08
130000000401,6104.06
130000000402,14065.06
130000000403,3077.943396226415
130000000404,36213.46
130000000405,4579.18
130000000406,2757.42
130000000407,1908.86
130000000409,3359.72
130000000410,2271.1
130000000411,3056.96
130000000412,1523.88
130000000415,2233.22
130000000417,1531.3
130000000418,1531.3
130000000424,845.0877192982456
130000000432,15664.56
130000000439,56688.46
130000000449,1793.9
130000000451,1793.9
130000000453,1793.9
130000000455,1793.9
130000000456,1793.9
130000000457,18448.24
130000000458,1793.9
130000000460,12779.68
130000000463,1226.38
130000000474,1793.9
130000000487,104855.46
130000000489,1588.64
130000000493,1793.9
130000000494,2229.24
130000000501,1793.9
130000000518,69018.9
130000000519,4072.68
130000000523,848.02
130000000525,3109.74
130000000526,845.4038461538462
130000000529,33277.2
130000000650,117470.64
130000000651,85337.96
130000000652,1247.4
130000000653,1798.64
130000000654,2663.06
130000000655,1247.4
130000000656,7931.96
130000000657,1247.4
130000000658,1247.4
130000000660,82101.52
130000000661,144127.32
130000000662,141872.48
130000000663,125039.86
130000000664,13733.12
130000000665,140019.24
130000000666,141581.62
130000000667,123277.86
130000000668,1730.42
